367586495,4814971,5
76535932,7946138,5
51342414,5494830,5
26432623,7194015,5
161262801,4213614,5
174626103,1231910,5
84534686,6627282,5
160874621,1072509,5
595637000,1900771,5
160874621,1072535,5
498360113,7673105,5
234351243,5240096,5
26432623,7440572,5
26432623,6288695,5
308999422,4470400,5
517909164,3049177,5
164029728,6025319,5
26432623,6288695,5
26432623,5059255,5
26432623,7574257,5
75446665,507350,5
91531916,1551087,5
320775511,7895721,5
365945086,2526734,5
94274809,8503989,5
26434553,127683,5
51835031,141505,5
195247241,7094909,5
238796664,6094154,5
241227193,4693036,5
300329379,4019641,5
370457976,8254879,5
79840660,8010733,5
174228242,1676869,5
480109159,20016,5
628471459,6044498,5
94274809,8504156,5
72156909,141541,5
68179695,3077599,5
98907723,2106182,5
160874621,4098008,5
20967151,44396,5
174194590,5962990,5
161262801,5347166,5
248957242,6663734,5
218060974,2775782,5
161262801,6640865,5
160874621,5865327,5
26432623,5702153,5
489751289,7467412,5
148521822,798964,5
58004093,5483592,5
42222639,4318195,5
174228242,3467568,5
26432623,7664390,5
85571678,1479135,5
26432623,3151097,5
262651322,1003665,5
160874621,7988706,5
330634335,1224344,5
561706290,7946191,5
174626103,834949,5
55317102,3884858,5
103765679,6278981,5
136791713,4060110,5
161262801,1588532,5
330634335,7314212,5
237046578,266253,5
269132343,6203227,5
160874621,289905,5
60407662,2716799,5
93916664,2962515,5
161262801,8315397,5
174194590,4358368,5
26432623,7378579,5
239536897,4702923,5
367564122,3901220,5
174228242,7232445,5
314110194,1479214,5
274231438,4702772,5
373367597,4964272,5
94443941,6203409,5
114828698,602250,5
100852870,1192680,5
283723639,5525048,5
122379451,3848017,5
174194590,8334028,5
526136937,5323079,5
316286015,3571264,5
160874621,588868,5
161262801,4098271,5
273490543,5985811,5
90572627,4318305,5
266377903,1379769,5
156985842,602292,5
28863796,8254963,5
249559892,8193515,5
283305900,5167808,5
42327628,4098232,5
174626103,7298267,5
160874621,1925441,5
174626103,5350988,5
344499088,4964284,5
212151411,3706717,5
89208902,7958412,5
80245386,1479214,5
307966832,2277576,5
308777216,2569083,5
23573258,939214,5
238215019,527576,5
189705102,6546495,5
77494108,27473,5
174228242,2026602,5
214775785,2674687,5
